m1_signal,signal_label,observations,share_of_panel,labeled_trades,m1_hit_rate,mean_trade_return,median_trade_return,m2_approval_rate,hit_rate_m2_approved,hit_rate_m2_rejected,mean_return_m2_approved,mean_return_m2_rejected,m2_accuracy,m2_precision,m2_recall,m2_f1,m2_auc
0,Flat (0),2146,0.5614861329147044,,,,,,,,,,,,,,
1,Long (+1),1676,0.43851386708529566,1676.0,0.6091885441527446,0.008255657218876911,0.010082179611556885,0.9994033412887828,0.608955223880597,1.0,0.008208157145451,0.08720077925273872,0.6085918854415274,0.608955223880597,0.9990205680705191,0.7566765578635015,0.5436594866580438
