m1_signal,signal_label,observations,share_of_panel,labeled_trades,m1_hit_rate,mean_trade_return,median_trade_return,m2_approval_rate,hit_rate_m2_approved,hit_rate_m2_rejected,mean_return_m2_approved,mean_return_m2_rejected,m2_accuracy,m2_precision,m2_recall,m2_f1,m2_auc
-1,Short (−1),667,0.17451596023024593,667.0,0.3823088455772114,-0.008477931232690675,-0.010345802102004198,0.8530734632683659,0.3866432337434095,0.35714285714285715,-0.007980894523654103,-0.011343500014381107,0.424287856071964,0.3866432337434095,0.8627450980392157,0.5339805825242718,0.47663240053302874
0,Flat (0),1479,0.3869701726844584,,,,,,,,,,,,,,
1,Long (+1),1676,0.43851386708529566,1676.0,0.6091885441527446,0.008255657218876911,0.010082179611556885,0.9582338902147971,0.6114570361145704,0.5571428571428572,0.008311778730843886,0.006978491953685602,0.6044152744630071,0.6114570361145704,0.9618021547502449,0.7476208602969167,0.5363563636907388
