ticker,ic,n_obs,hit_rate
GLD,-0.00037804627416197035,281,0.6009174311926605
HYG,0.0938409285119363,281,
SPY,-0.10391242739240013,281,0.634703196347032
TLT,-0.1938187541238953,281,0.29411764705882354
VEA,0.10210494434769439,281,0.6055555555555555
VNQ,-0.14074624928338866,281,0.5514018691588785
VWO,0.06026565998550551,281,0.5789473684210527
