long_quantile,long_threshold,annualized_return,sharpe,max_drawdown,mean_gross
0.52,-0.12880805579948873,0.06566942654000663,0.6492048330326622,-0.22809296312862537,0.7682608216553594
0.54,-0.09693014789736128,0.06515697967464207,0.6469253989255057,-0.23673620862497846,0.7601085766866266
0.56,-0.06497670829782577,0.06010320856493845,0.6002639597106296,-0.25842393529697394,0.7509466182526281
0.58,-0.033827499759603044,0.06435385192957987,0.6593019822948495,-0.21409571254714732,0.7396521109328198
0.6,-0.008638334481476518,0.0628867661448349,0.6470588189804305,-0.2038908832359404,0.7233667803979348
0.62,0.008841853667374739,0.06145552535529153,0.6422612610378835,-0.20414018191303474,0.7009701438065563
0.64,0.04342036046680952,0.07098800584927267,0.7569972744625728,-0.192026344793509,0.6815587210815295
0.66,0.0747146753918602,0.06352835145985547,0.68355153362187,-0.18018455777840592,0.6531267954494483
0.68,0.10907937691530206,0.05395633037982783,0.6045955629057743,-0.1340382896733514,0.624362405094395
