mean_gross_exposure,median_gross_exposure,mean_cash_weight,mean_long_gross,mean_short_gross,mean_active_names,pct_weeks_below_half_invested,mean_gross_vs_benchmark,mean_weekly_turnover,return_correlation_vs_benchmark
0.8061048567344449,0.8571420000000001,0.19389514326555493,0.8061048567344449,0.0,3.0,0.05070993914807302,-0.1928809444825934,0.09598374622952195,0.7864476201010455
