strategy,annualized_return,annualized_volatility,sharpe,max_drawdown,rolling_12m_max_drawdown,turnover,annualized_turnover,hit_rate,excess_return_vs_benchmark,information_ratio
equal_weight_1_7,0.07362466652389243,0.1289817065636071,0.57081479603144,-0.39442994987393387,-0.39442994987393387,0.0010141987829614602,0.05273833671399593,0.5598377281947262,0.0,0.0
sixty_forty,0.06564030882342564,0.13267498378459264,0.49474518067397993,-0.43136254142621355,-0.42337057464441785,0.0,0.0,0.5649087221095335,-0.007984357700466793,-0.27854805226320045
m1_only,0.03779974319602175,0.05723027215983467,0.6604851203652033,-0.17147274803008994,-0.17147274803008994,0.06476377180527383,3.3677161338742394,0.5679513184584178,-0.035824923327870684,-0.4345105173664929
m1_m2_binary,0.04040225525341312,0.05457809606505144,0.7402650177693596,-0.12157201283888153,-0.12157201283888153,0.07432620791075052,3.8649628113590273,0.5669371196754563,-0.03322241127047931,-0.399782405615969
m1_m2_linear,0.00985366891231032,0.01168620264175993,0.8431882634910709,-0.024646527773510063,-0.024646527773510063,0.02754018109591094,1.4320894169873688,0.5689655172413793,-0.06377099761158211,-0.5738055309358832
m1_m2_ecdf,0.026016806686397942,0.03019658735255927,0.8615810251217981,-0.05307975513871033,-0.05307975513871033,0.09908004143251423,5.15216215449074,0.5780933062880325,-0.04760785983749449,-0.47194286148717174
