strategy,sharpe_ann,dsr,skewness,kurtosis,sr_star,t_obs
equal_weight_1_7,0.6159680685184609,0.9953840631918535,-0.4813859863782109,11.590782331720085,0.0,986
sixty_forty,0.5462580518409507,0.989535349570769,-0.5646274661144269,12.971594394544079,0.0,986
m1_only,0.32803842036417324,0.9239515235938446,0.20666212676503107,7.178588069844226,0.0,986
m1_m2_binary,0.10334566206313892,0.6712980290227083,-1.81423854886261,50.84404449437136,0.0,986
m1_m2_linear,0.6377421894647137,0.9968337512359543,-0.1492712360390025,11.46854336074532,0.0,986
m1_m2_ecdf,0.8358723110761215,0.9998362938805795,-0.09718780907955285,5.211435819098485,0.0,986
