m1_signal,signal_label,observations,share_of_panel,labeled_trades,m1_hit_rate,mean_trade_return,median_trade_return,m2_approval_rate,hit_rate_m2_approved,hit_rate_m2_rejected,mean_return_m2_approved,mean_return_m2_rejected,m2_accuracy,m2_precision,m2_recall,m2_f1,m2_auc
0,Flat (0),1129,0.5659147869674186,,,,,,,,,,,,,,
1,Long (+1),866,0.43408521303258146,866.0,0.5993071593533488,0.007690022985212532,0.010143828088081897,0.9595842956120092,0.6004813477737665,0.5714285714285714,0.0077110884715963285,0.007197692474871206,0.5935334872979214,0.6004813477737665,0.9614643545279383,0.7392592592592593,0.49627137090281137
