strategy,sharpe_ann,dsr,skewness,kurtosis,sr_star,t_obs
equal_weight_1_7,0.6159680685184609,0.9953840631918535,-0.4813859863782109,11.590782331720085,0.0,986
sixty_forty,0.5462580518409507,0.989535349570769,-0.5646274661144269,12.971594394544079,0.0,986
m1_only,0.23621029777085967,0.8480551157487749,0.055211242207627916,7.19640766364277,0.0,986
m1_m2_binary,0.4233875734603607,0.9601780043921453,-1.4763749925961716,22.561795294477598,0.0,986
m1_m2_linear,0.5624151496492164,0.9898706153498029,-1.135837889527368,16.2224454381694,0.0,986
m1_m2_ecdf,0.7924172179884025,0.9996059525887232,-0.37964224804341923,5.560859903218978,0.0,986
