strategy,sharpe_ann,dsr,skewness,kurtosis,sr_star,t_obs
equal_weight_1_7,0.6159680685184609,0.9953840631918535,-0.4813859863782109,11.590782331720085,0.0,986
sixty_forty,0.5462580518409507,0.989535349570769,-0.5646274661144269,12.971594394544079,0.0,986
m1_only,0.7303953344225124,0.9988622554164915,-0.7008043788684666,6.499591902333794,0.0,986
m1_m2_binary,0.7213315403352568,0.9986945874182467,-0.7371663693235669,6.586060020743227,0.0,986
m1_m2_linear,0.8438133902932238,0.9997974952647646,-0.46440342381233973,7.973659360164746,0.0,986
m1_m2_ecdf,0.9164989662141169,0.999913928339443,-0.6539177271237033,11.965665269053323,0.0,986
