mean_gross_exposure,median_gross_exposure,mean_cash_weight,mean_long_gross,mean_short_gross,mean_active_names,pct_weeks_below_half_invested,mean_gross_vs_benchmark,mean_weekly_turnover,return_correlation_vs_benchmark
0.9828389982491759,1.0000000000000002,0.017161001750824193,0.49141949912458793,0.49141949912458793,6.0,0.0,-0.016146802967862417,0.10713441935418223,-0.21587266565433266
