m1_signal,signal_label,observations,share_of_panel,labeled_trades,m1_hit_rate,mean_trade_return,median_trade_return,m2_approval_rate,hit_rate_m2_approved,hit_rate_m2_rejected,mean_return_m2_approved,mean_return_m2_rejected,m2_accuracy,m2_precision,m2_recall,m2_f1,m2_auc
-1,Short (−1),855,0.42857142857142855,855.0,0.4093567251461988,-0.0027841909117820194,-0.00425038836358449,0.0023391812865497076,1.0,0.4079718640093787,0.10507564131816177,-0.003040694674516725,0.5929824561403508,1.0,0.005714285714285714,0.011363636363636364,0.5239377652050919
0,Flat (0),285,0.14285714285714285,,,,,,,,,,,,,,
1,Long (+1),855,0.42857142857142855,855.0,0.5894736842105263,0.008266167638585876,0.010890443507106218,0.6549707602339181,0.575,0.6169491525423729,0.005716375361836553,0.013154004736575933,0.5087719298245614,0.575,0.6388888888888888,0.6052631578947368,0.44571066793289016
