m1_signal,signal_label,observations,share_of_panel,labeled_trades,m1_hit_rate,mean_trade_return,median_trade_return,m2_approval_rate,hit_rate_m2_approved,hit_rate_m2_rejected,mean_return_m2_approved,mean_return_m2_rejected,m2_accuracy,m2_precision,m2_recall,m2_f1,m2_auc
0,Flat (0),1565,0.5747337495409475,,,,,,,,,,,,,,
1,Long (+1),1158,0.42526625045905253,1158.0,0.6062176165803109,0.00861999263365992,0.011348761647549388,0.9991364421416234,0.6058772687986171,1.0,0.008551303134867017,0.08720077925273872,0.6053540587219344,0.6058772687986171,0.9985754985754985,0.7541689080150619,0.5212675563552757
